NC_001422.1,Phage_F
NC_028890.1,Flavodoxin_1 SH3_5 DnaB_C DUF4815 zf-CHC2 Thg1 RecA Thioredoxin PcfJ Lactamase_B_2 HTH_3 Peptidase_C92 Metallophos Terminase_GpA Sigma70_r4 DNA_pol_A Peptidase_S78 Amidase_3 DHFR_1 Thymidylat_synt DNA_pol_A_exo1 Baseplate_J PAPS_reduct Ribonuc_red_lgC Ribonuc_red_sm DUF2634 Holin_SPP1 DUF1523 Nuc-transf Phage_portal DUF2493 Helicase_C AAA Sigma70_r2 3D Methyltransf_23 ResIII Ribonuc_red_lgN Bac_DNA_binding Glucosaminidase dUTPase DUF3603 FtsK_SpoIIIE NLPC_P60 DUF444 PhoH
NC_029009.1,DUF5051 DUF3268 AAA Terminase_GpA RecA Baseplate_J Fer4_12 GIY-YIG AAA_28 NLPC_P60 SH3_5 NRDD Glutaredoxin CTP_transf_like HTH_3 DUF1653 Metallophos_2 LemA DNA_pol_A Holin_SPP1 zf-CHC2 HNH DUF3310 Metallophos PcfJ Big_2 ParBc HTH_23 dUTPase Thymidylat_synt Band_7 Helicase_C Amidase_5 Bac_DNA_binding LysM ATP-cone DUF1642 Amidase_2 DUF2828 DUF859 DnaB_C DUF3307 DUF4815 Phage_portal dNK DNA_pol_A_exo1 RtcB AAA_23 NMN_transporter ResIII
NC_028854.1,HNH Lactamase_B_2 rve MazG Phage_portal Phage_connect_1 Bro-N CLP_protease Phage_pRha HTH_3 Amidase_6 Phage_H_T_join Holin_BhlA ANT Phage_capsid Phage_integrase DUF3168 Terminase_1 HicB_lk_antitox DnaB_C RecT HTH_Tnp_1 HTH_21 AAA_15 Amidase_2 RuvC N6_N4_Mtase DNA_methylase Terminase_4 Arm-DNA-bind_4 Sipho_tail HTH_28 HicA_toxin AntA Phage_tail_2 DnaB YopX Phage_int_SAM_5 PhageMin_Tail Phage_int_SAM_3 YolD Sipho_Gp37
NC_028834.1,Prim-Pol DUF4055 DUF1983 Phage-tail_3 Peptidase_M15_3 dCMP_cyt_deam_1 DNA_pol_A Thymidylat_synt DUF2800 Tape_meas_lam_C PRA-PH PriCT_2 DUF1833 DUF2815 Helicase_C
NC_028914.1,Phage_holin_7_1 DUF2746 Endonuclease_7 DNA_pol_A_exo1 Phage_Gp19 Gp52 Ribonuc_red_lgC DNA_methylase DNA_pol_A SprT-like Toprim_2 Resolvase GP24_25 Gp63 dCMP_cyt_deam_1 Gp68 Beta-lactamase Metallophos_2 Gp79 Terminase_1 DUF2493 Thy1 DnaB_C Gp44 Collagen Phage_prot_Gp6 GP70 DUF2744 Recombinase Zn_ribbon_recom PDDEXK_1 Abhydrolase_1 Phage_capsid
NC_029010.1,DUF4355 Phage_Mu_Gam HTH_3 DUF4888 Lipase_GDSL_2 Terminase_2 RinB DUF1024 HK97-gp10_like Phage_tail_2 DUF2951 Sipho_tail DUF1492 dUTPase CHAP Terminase_3 Phage_capsid Amidase_3 Phage_Orf51 ERF DUF3113 Holin_SPP1 DUF1381 Arm-DNA-bind_4 SSB Prophage_tail Phage_prot_Gp6 ANT Phage_connect_1 DUF2977 Phage_TAC_12 Terminase_3C HTH_19 DUF2479 Phage_Mu_F Bro-N Phage_int_SAM_3 PTR Glucosaminidase Phage_XkdX DUF1108 bPH_3 PVL_ORF50 Phage_integrase Phage_int_SAM_5 SHOCT Peptidase_M78
NC_028872.1,Fer4_12 DNA_pol_A Ribonuc_red_lgN Macro Ribonuc_red_sm Thymidylat_synt Toprim_2 Terminase_6C Ig_3 PRA-PH NAPRTase DHFR_1 I-set ATP-cone Ribonuc_red_lgC Glutaredoxin gp37_C HTH_3 Ig_2 DUF3383 Terminase_6 Baseplate_J Pribosyltran Peptidase_S49 DUF3277 Phage_lysozyme NRDD AP2 DUF2828 DNA_ligase_A_M Phage_cap_E HNH_3 DnaB_C
NC_029023.1,Toprim_2 Ig_2 Glutaredoxin PRA-PH DUF3277 Thymidylat_synt DHFR_1 NAPRTase DUF2828 DnaB_C Ribonuc_red_lgN Fer4_12 Macro Peptidase_S49 HNH_3 Terminase_6C Phage_cap_E DUF3383 Terminase_6 Pribosyltran Phage_fiber ATP-cone Ribonuc_red_lgC NRDD Phage_lysozyme Baseplate_J gp37_C NUMOD3 Endonuclease_7 HTH_3 Ribonuc_red_sm
NC_028982.1,UDG SIR2 UvrD-helicase TerD HNH_3 Thymidylat_synt dUTPase 3D zf-CHC2 Sigma70_r2 ResIII Peptidase_S78 Phage_holin_4_1 DUF3626 DUF2612 Phage_portal UvrD_C_2 TerC ILEI dNK SbcCD_C ParBc gp32 DNA_ligase_A_M DnaB_C Helicase_C DNA_pol_A 5_3_exonuc_N DUF4815 UvrD_C DNA_pol_A_exo1 Bac_DNA_binding DNA_ligase_OB_2 Metallophos DUF2829 Baseplate_J Terminase_GpA PhoH Amidase_2 NLPC_P60 DUF2493 HD Laminin_G_3 5_3_exonuc Phage_holin_6_1 Replic_Relax
NC_028906.1,DnaB_C Beta-lactamase ERF Phage_holin_7_1 HNH_3 PhageMin_Tail Phage_integrase LAGLIDADG_3 Whib SSB RNase_H_2 Phage_int_SAM_1 Phage_capsid AAA_33 PE-PPE DnaB N6_N4_Mtase Pentapeptide_4 CLP_protease Phage_int_SAM_4 Lsr2 DUF4406 RecA Pentapeptide RNA_ligase DUF550 DUF2493 Terminase_4 Terminase_1 Phage_portal Glutaredoxin
NC_028863.1,SLT Phage_lysis RNA_pol TA_inhibitor DNA_pol_A Toprim_2 ocr Phage_1_1 DUF2675 Phage_T7_tail RNase_H_2 DUF5476 BC10 DnaB_C DUF2717 DUF5471 DNA_ligase_A_M DNA_Packaging_2 DUF2745 Phage_T7_Capsid Head-tail_con VirionAssem_T7 Phage_endo_I DUF3310 DUF2833 Amidase_2 Tube Toprim_4 RNA_pol_inhib Phage_holin_2_2 RPOL_N
NC_028898.1,Phage_term_smal Baseplate_J DUF4376 zf-dskA_traR rve Peptidase_S24 ParE_toxin Phage_GPA HTH_3 Phage_sheath_1C YdaS_antitoxin Phage_lysozyme Phage_GPO Phage_holin_2_3 HTH_29 HTH_19 Terminase_6C Phage_tube Phage_tail_X Terminase_5 SSB P2_Phage_GpR DUF3751 GPW_gp25 Phage_GPD Phage_TAC_7 HTH_28 Phage_integrase HTH_26 BRCT Phage_P2_GpU Terminase_6 Phage_cap_P2 Phage_tail_S Tail_P2_I Phage_portal Phage_base_V Phage_sheath_1 Phage_GPL
NC_028925.1,Ribonuc_red_sm Thymidylat_synt AAA DNA_pol_B AAA_30 T4-gp15_tss DNA_Packaging Phage-Gp8 GP57 REGB_T4 DUF3045 Phage-tail_2 FRD2 RecA T4_tail_cap Gp5_C DUF5491 Phage_head_chap DUF5484 Gp23 Metallophos Phage_RpbA Terminase_6 T4_Gp59_N Fer4_12 Collar RNA_ligase GP11 Phage_holin_T TOPRIM_C DUF5051 Phage_FRD3 T4_gp9_10 Macro DNA_pol_B_exo1 Ribonuc_red_lgC Dmd Phage_30_8 Phage_hub_GP28 Phage_T4_gp19 gp45-slide_C Glutaredoxin Peptidase_S80 Translat_reg ATP-cone Collagen zf-dskA_traR motB DUF5486 ADPrib_exo_Tox Phage_sheath_1C Endonuc-dimeris NUDIX Gp5_OB DUF2685 Phage_T4_Gp30_7 Gp45_2 DNA_topoisoIV S_tail_recep_bd Nuc-transf UvsY UvsW DUF5499 DNA_PPF NRDD GPW_gp25 ALP DUF5417 Phage_T4_Ndd AAA_23 AAA_33 Phage_lysozyme T4_baseplate HATPase_c RNA_lig_T4_1 ResIII Soc Trans_coact DUF5490 dCMP_cyt_deam_1 MotCF Phage_30_3 Zn-ribbon_8 ILEI Phage-tail_1 Terminase_6C DUF5495 Pyr_excise 5_3_exonuc_N PAAR_motif Fibritin_C Phage_sheath_1N Phage_T4_gp36 Cpn10 DnaB_C DUF2774 Phage_DsbA Phage_sheath_1 Helicase_C AsiA DNA_gyraseB Phage_gp53 Phage_clamp_A T4_Gp59_C gp32 WYL_2 Endonuclease_7 MotA_activ Ribonuc_red_lgN gp12-short_mid Peptidase_S77 DHFR_1 T4_neck-protein Imm_superinfect RNaseH_C DUF5498 TK Gp67 DNA_ligase_A_M GIY-YIG DUF2654
NC_028978.1,SprT-like DUF2637 Glutaredoxin RtcB Terminase_6 D5_N HTH_17 DUF732 RNase_T Phage_capsid Peptidase_C39_2 HNH Phage_integrase RusA Phage_prot_Gp6 DUF3310 Whib Phage_int_SAM_3
NC_028905.1,ResIII Minor_capsid_2 DUF3797 Phage_prot_Gp6 Phage_GP20 Phage_Gp15 Prophage_tail HTH_19 PhageMin_Tail AAA_31 Phage_integrase Amidase_3 DUF4236 Terminase_3 Sipho_tail Phage_min_cap2 Resolvase SSB
NC_028838.1,DUF2001 Phage_sheath_1C Baseplate_J DUF2634 Phage_TAC_5 Terminase_1 Phage_sheath_1 Phage_holin_5_2 DUF2313 HTH_19 SSB NLPC_P60 LysM Phage_connect_1 RNase_T HK97-gp10_like Phage_XkdX HNH Phage_H_T_join XhlA Phage_integrase CLP_protease Phage_capsid Amidase_3 Phage_portal DUF2577 DUF1492 DUF3751 ResIII AAA_31
NC_029033.1,Phage-tail_3 PG_binding_3 ResIII DNA_pol_B dCMP_cyt_deam_1 Glyco_hydro_108 Helicase_C DUF4055 Phage_Mu_F Terminase_6 Tape_meas_lam_C AAA_24 DUF1983 DUF1833 MazG
NC_028840.1,Peptidase_S78 Peptidase_S74 Phage_capsid ResIII Terminase_6C NRDD Thioredoxin_3 HNH_3 Herpes_ori_bp DUF1768 DNA_pol_A DNA_ligase_aden PhoH MUG113 SIR2 5_3_exonuc_N AAA_23 Ig_2 CLP_protease DNA_ligase_OB Phage_portal Terminase_6 BRCT DnaB_C Helicase_C Ribonuc_red_lgN Big_2 Thymidylat_synt 5_3_exonuc Peptidase_M15_4 DNA_pol_A_exo1 Metallophos Toprim_N PC4 T5orf172 Gly_radical Phage_holin_T Toprim_2 Band_7 RNase_H Hydrolase_2 Ribonuc_red_sm DUF5051 Ribonuc_red_lgC dUTPase
NC_028915.1,Terminase_2 DUF3269 ANT Phage_GP20 HNH_3 DUF1024 Phage_rep_org_N Phage_int_SAM_5 Phage_XkdX DUF2951 HNHc_6 DUF2977 Bro-N DUF1064 Rho_N Terminase_6 HK97-gp10_like Lipase_GDSL_2 DnaB_C DUF3168 Trypsin_2 DUF3113 DnaB_2 DUF1108 Phage_Orf51 PVL_ORF50 Holin_SPP1 Lipase_GDSL PemK_toxin Prophage_tail Phage_TAC_12 SSB DUF2483 Phage_integrase CHAP Glucosaminidase RinB Peptidase_S24 Amidase_3 DUF2479 Phage_int_SAM_3 DUF1381 HTH_3 Phage_prot_Gp6 Phage_Mu_F dUTPase_2 PTR AntA Arm-DNA-bind_4 DUF1071 Sipho_tail
NC_028997.1,PTPS Phage_holin_3_3 AAA_24 ResIII Phage_HK97_TLTM Phage-tail_3 DUF4128 DUF4055 DUF1983 Helicase_C DUF2514 DUF669 phage_tail_N RNase_H GTP_cyclohydroI Peptidase_S74 GATase_7 DNA_ligase_A_M dUTPase Ig_3 QueC Fer4_14
NC_028984.1,HTH_Mga SSB Terminase_1 Phage_capsid DUF1642 RecT IstB_IS21 Phage_H_T_join DUF859 Phage_TTP_1 Phage_portal Sipho_tail CHAP Phage_holin_6_1 Phg_2220_C SLT RusA HNH Glyco_hydro_25 DUF806 CLP_protease DUF1351
NC_028765.1,AAA_23 DnaB_C Big_2 Ribonuc_red_sm RNR_N Terminase_GpA Phage_holin_1 DUF2634 Band_7 GDPD NAPRTase DUF4815 LysM zf-CHC2 Peptidase_S78 MazG PcfJ HNH_3 DNA_pol_A_exo1 Helicase_C CBM_4_9 RNase_H Ribonuc_red_lgC DUF3310 Flavodoxin_NdrI DUF1768 Thioredoxin ResIII DUF2977 Metallophos CHAP AAA_5 DNA_pol_A Phage_portal Ribonuc_red_lgN Baseplate_J Bac_DNA_binding SH3_5 RecA RNA_ligase PhoH HTH_3 Amidase_2
NC_028775.1,HK97-gp10_like RNase_T Peptidase_M23 AAA_23 Phage_Orf51 Phage_capsid DUF1381 HTH_3 CompInhib_SCIN Phage_portal PhageMin_Tail Terminase_1 Staphylokinase Peptidase_S24 Phage_int_SAM_3 Phage_int_SAM_5 DUF2829 DUF1514 dUTPase SSB RusA DUF1108 CLP_protease CHAP Phage_integrase SH3_5 DUF771 PVL_ORF50 Phage_H_T_join SLT DUF1024 ANT AntA DnaB_2 Sipho_tail DUF2951 RinB Phage_holin_1 HTH_26 HNH RecT
NC_028893.1,Corona_RPol_N NAR AAA_30 Corona_S2 Viral_protease Peptidase_C30 NSP10 nsp7 Macro NSP11 nsp8 NSP13 Spike_rec_bind NS3_envE Corona_M Viral_helicase1 nsp9 Corona_NSP4_C Corona_nucleoca
NC_028845.1,Spike_rec_bind Viral_helicase1 Corona_NSP4_C Corona_M NAR Peptidase_C30 Corona_RPol_N AAA_30 Viral_protease NSP11 Corona_nucleoca nsp7 NSP10 NSP13 nsp8 nsp9 Corona_S2 NS3_envE Macro
NC_028814.1,NSP13 AAA_30 Viral_helicase1 Macro nsp7 nsp8 nsp9 Corona_NSP4_C Corona_S1 Corona_NS3b NSP10 Corona_RPol_N Corona_M AAA_12 Corona_nucleoca NSP11 Viral_protease Corona_S2 Peptidase_C30
NC_028761.1,AAA_12 Corona_M NSP13 nsp9 nsp7 Corona_nucleoca Viral_helicase1 nsp8 Corona_NSP4_C NS3_envE Corona_NS3b NSP10 AAA_30 NSP11 Peptidase_C30 Corona_S2 Viral_protease Macro Corona_RPol_N Corona_S1
NC_028790.1,Corona_NSP4_C nsp7 Corona_NS3b AAA_30 Corona_nucleoca NS3_envE NSP11 nsp9 Viral_protease Corona_S1 Corona_M NSP13 NSP10 Corona_RPol_N Viral_helicase1 AAA_12 nsp8 Peptidase_C30 Macro Corona_S2
NC_001730.1,Phage_F Phage_GPA
NC_028911.1,OrfB_Zn_ribbon DnaB_C DUF1351 SSB ERF Terminase_2 Terminase_6 Phage_Mu_F GcrA Phage_TAC_12 Phage_tail_2 HTH_36 Amidase_2 Sipho_tail HTH_3 Phage_connect_1 HNHc_6 Terminase_6C DUF4355 Phage_prot_Gp6 Phage_holin_6_1 Phage_cap_E DUF3168 OrfB_IS605
NC_028888.1,Phage_connect_1 OrfB_Zn_ribbon Phage_pRha DUF1492 Phage_holin_6_1 Sipho_tail GcrA DnaB_C Phage_prot_Gp6 OrfB_IS605 DUF3168 Phage_TAC_12 ORF6N Phage_Mu_F Terminase_6 NUMOD4 DUF4355 ERF HNH_3 HTH_36 DUF1064 Terminase_6C HTH_OrfB_IS605 Amidase_2 HNHc_6 Phage_tail_2 HTH_3 SSB Phage_cap_E DUF1351 Y1_Tnp
NC_028878.1,Whib RNase_H_2 HTH_17 DnaB DnaB_C Metallophos ERF DUF732 Amidase_2 Phage_prot_Gp6 NLPC_P60 Gp63 Nuc-transf Cutinase Phage_int_SAM_3 CLP_protease DUF2828 RNA_ligase AAA_33 P22_CoatProtein DUF4417 SSB NAPRTase Lsr2 DUF3846 Big_2 AAA_5 Phage_integrase HNH_3
NC_028930.1,DUF4352 PhageMin_Tail HTH_36 HTH_3 Peptidase_S24 Prophage_tail Phage_min_cap2 Phage_prot_Gp6 DUF4065 Sigma70_r4 Bro-N HicB_lk_antitox Phage_int_SAM_3 XkdW RuvC DNA_pol_A_exo1 Toprim_2 DNA_pol_A Arm-DNA-bind_4 AAA_18 Phage_holin_4_1 Phage_integrase ANT N6_Mtase Terminase_6C dUTPase RNase_T DUF3102 HTH_23 Amidase_3 AAA_25 Sipho_tail
NC_028941.1,Phage_capsid Imm_superinfect DUF2744 Beta-lactamase PDDEXK_1 Gp63 Resolvase DNA_pol_A_exo1 DNA_pol_A Phage_prot_Gp6 Gp79 Glutaredoxin Endonuclease_7 AAA_25 Gp52 GP24_25 Phage_Gp19 Peptidase_M15_4 Recombinase
NC_028813.1,DUF4355 DUF559 Whib Glyco_transf_25 ANT Phage_integrase N6_N4_Mtase Beta-lactamase Phage_int_SAM_3 HTH_17 Phage_prot_Gp6 Bro-N DUF2746 DUF732 Glycos_transf_2 APH Phage_r1t_holin HK97-gp10_like Amidase_2 HTH_31 DNA_methylase HTH_23 Phage_capsid HNH HTH_28
NC_028936.1,RtcB HNH Phage_integrase RNase_T Phage_prot_Gp6 Whib Phage_capsid Phage_int_SAM_3 MFS_1 RusA DDE_Tnp_1_2 DUF4096 D5_N DDE_Tnp_1 DUF2637 DUF3310
NC_028965.1,Gp68 DUF2744 PG_binding_1 Ribonuc_red_lgC DNA_methylase Phage_Gp19 DUF4417 Metallophos Terminase_1 Gp63 Gp52 GP24_25 GP70 Phage_prot_Gp6 Phage_holin_7_1 CbiA Thy1 DUF2786 DUF2746 DNA_pol_A GP88 DnaB_C Collagen PDDEXK_1 Phage_capsid DNA_pol_A_exo1 Toprim_3 Endonuclease_7 Glutaredoxin
NC_028968.1,DNA_pol_A ResIII Zeta_toxin DNA_pol_A_exo1 Prim-Pol Terminase_6 DUF1360 Helicase_C RuvC Amidase_2 DUF932 AAA_25
NC_028807.1,Pectate_lyase_3 Terminase_1 Phage-tail_3 Terminase_4 SLT Amidase_2 PhageMin_Tail LysM HTH_31 HDPD Phage_prot_Gp6 HATPase_c_2 Collagen Beta_helix Phage_cap_E Phage_r1t_holin
NC_028947.1,DUF2637 HNH ResIII Prim-Pol AAA_25 Glutaredoxin Phage_prot_Gp6 Helicase_C DUF3310 Resolvase DUF4355 DUF2746 Recombinase Phage_capsid
NC_028929.1,zinc_ribbon_2 Minor_capsid_3 RecT Terminase_2 Phage_holin_1 Phage_Gp15 DUF1642 Prophage_tail YopX Terminase_3 DUF1064 AntA Amidase_2 Phage_integrase ANT Phage_GP20 Phage_XkdX Phage_min_cap2 Minor_capsid_1 Sipho_tail DUF2479 Terminase_3C DnaB_2 SSB Phage_prot_Gp6 Big_2 HTH_17 HeH DUF3850 Minor_capsid_2 Phage_capsid YqaJ HTH_3 Phage_int_SAM_3 Sigma70_r4_2 Acetyltransf_10
NC_028788.1,Phage_tail_2 HTH_Tnp_1 HTH_21 HNH Phage_H_T_join HTH_3 Amidase_2 Lactamase_B_2 Holin_BhlA CLP_protease rve RuvC HTH_26 DnaB_C Sipho_tail YopX YolD HTH_28 Phage_pRha RecT HicA_toxin MazG Phage_connect_1 DnaB Phage_portal AAA_23 Amidase_6 Terminase_1 PhageMin_Tail DNA_methylase Terminase_4 Sipho_Gp37 DUF3168 Phage_capsid
NC_028895.1,Fer4_12 DUF1768 zf-CHC2 NRDD Terminase_6 ATP-cone DUF4326 BRCT Peptidase_S78 T5orf172 RNA_lig_T4_1 Proteasome Metallophos RNase_H Phage_holin_T Macro Phage_portal DUF5051 Thymidylat_synt Dam DNA_pol_A Ribonuc_red_sm Helicase_C NAPRTase AAA_23 5_3_exonuc_N ResIII Toprim_4 PhoH Peptidase_M15_3 5_3_exonuc dUTPase Phage_capsid DHFR_1 Pribosyltran Terminase_6C Toprim_N Toprim_2 DNA_pol_A_exo1 DnaB_C DNA_ligase_OB Herpes_ori_bp PC4 YqeY Ribonuc_red_lgC DNA_ligase_aden GST_N_3 DUF2163
NC_028820.1,Phage_gp53 Terminase_6 Gp23 RNA_lig_T4_1 GP11 Fibritin_C DNA_topoisoIV WYL_2 Gp45_2 RNaseH_C 5_3_exonuc_N Thymidylat_synt Gp67 NUDIX RNA_ligase Ribonuc_red_sm Trans_coact SIS Phage_head_chap Phage_30_8 dCMP_cyt_deam_1 PAAR_motif Phage_holin_T T4_Gp59_N DUF2685 UvsY Phage_T4_Gp30_7 GP38 T4_Gp59_C DUF5051 dUTPase_2 DUF2774 Inhibitor_I24 Phage_sheath_1 Zn-ribbon_8 DNA_pol_B_exo1 ALP Phage-tail_2 AAA_23 Gp5_OB Ribonuc_red_lgC Phage_sheath_1C DNA_pol_B Glutaredoxin FRD2 GIY-YIG Phage_RpbA ILEI Peptidase_S77 AAA_30 Helicase_C Phage_sheath_1N Phage_30_3 Phage_DsbA DnaB_C DNA_Packaging Macro Ribonuc_red_lgN DNA_ligase_A_M Phage-Gp8 YadA_anchor gp45-slide_C HATPase_c DUF2654 Phage_T4_gp19 GP57 Peptidase_U32 T4_neck-protein ResIII GPW_gp25 AsiA UvrD_C_2 Translat_reg Metallophos T4_baseplate Intein_splicing RyR RecA CM_2 ATP-cone UvsW Peptidase_S80 AAA_33 DHFR_1 Pyr_excise gp32 Terminase_6C REGB_T4 DUF4760 TK Phage_T4_gp36 Caudo_TAP Phage_hub_GP28 Phage-tail_1 Phage_lysozyme NUMOD3 NTP_transferase ADPrib_exo_Tox Cpn10 DNA_PPF Phage_clamp_A DUF5491 AAA DNA_gyraseB T4_gp9_10 Phage_T4_Ndd T4-gp15_tss T4_tail_cap MotCF MotA_activ DUF4326
NC_028979.1,HTH_26 SprT-like Phage_int_SAM_3 HTH_17 Endonuclease_7 RNase_T Methyltransf_24 Glutaredoxin DUF4352 D5_N DUF732 Phage_integrase Phage_capsid N6_N4_Mtase Phage_prot_Gp6 HNH
NC_029002.1,Glyco_hydro_19 Collar Peptidase_M23 Ribonuc_red_lgC Pentapeptide DUF4926 Phage_cap_E dUTPase DUF4815 DNA_pol_A DNA_pol3_delta2 OrfB_IS605 HTH_OrfB_IS605 PDDEXK_1 ResIII NblA RRXRR RecA DNA_pol_A_exo1 AAA_30 Ribonuc_red_lgN Radical_SAM K_oxygenase Phage_sheath_1C Baseplate_J HATPase_c_3 HTH_3 ATP-cone Ribonuc_red_sm UPF0061 Pentapeptide_4 Metallophos Thy1 HNH_3 Toprim_N PhoH FGE-sulfatase OrfB_Zn_ribbon UDG Laminin_G_3
NC_029029.1,HTH_17 DUF2577 DUF2313 Terminase_3C Phage_sheath_1C HicB Terminase_3 RecU Phage_GP20 DUF2634 YopX HK97-gp10_like DUF2001 LytTR Phage_sheath_1 Phage_int_SAM_3 Baseplate_J Bro-N DUF2829 HTH_3 Phage_TAC_5 Sigma70_r4_2 Holin_BhlA Sipho_Gp157 ORF6C IstB_IS21 SSB Dam HTH_31 Phage_prot_Gp6 LysM ERF Phage_Mu_F AgrB HTH_19 dUTPase_2 YolD Phage_sheath_1N Terminase_2 Phage_integrase Phage_cap_E ORF6N Glucosaminidase
NC_017688.1,DUF2479 Lipase_GDSL Lipase_GDSL_2 Phage_SSB DUF1071 Amidase_2 DUF3882 Peptidase_S78 MethyltransfD12 AAA_25 HNH DUF3310 Caudo_bapla_RBP Phage_portal HNH_3 Baseplate L_lac_phage_MSP Terminase_1
NC_028942.1,Phage_Mu_F PG_binding_1 DUF1360 Peptidase_M23 Amidase_2 Helicase_C HTH_31 Prim-Pol Terminase_6 DNA_pol_A ResIII AAA_25 RuvC
NC_028766.1,HTH_Tnp_Mu_1 Mor Mu-like_Pro DUF935 Phage_Mu_F AAA_22 DUF1320 Phage_tail_S DUF1018 Baseplate_J DUF1804 rve PhageMin_Tail GP46 DUF2635 Glyco_hydro_108 PG_binding_3 Phage_sheath_1 DUF3164 Mu-transpos_C Phage_sheath_1C Peptidase_S24 DUF2313 HTH_3 Mu-like_gpT DUF1834 DNA_circ_N HTH_35 Phage_Mu_Gp45
NC_028812.1,Phage_BR0599 DUF2793 RdgC DUF1441 gpW Peptidase_S49 DUF2163 SNF2_N Phage_portal_2 DUF2800 Dam Phage-tail_3 DUF2815 Phage_cap_E Terminase_GpA DNA_pol_A
NC_028881.1,DNA_pol_B DUF5417 DUF5491 T4_Gp59_N DUF2685 Pyr_excise RNA_ligase Phage_holin_T T4-gp15_tss DNA_gyraseB DnaB_C MotCF DUF3045 UvsY Phage_sheath_1N T4_tail_cap Terminase_6C ILEI RecA DNA_topoisoIV Phage_T4_gp36 Phage_sheath_1C Collagen Phage_lysozyme DUF5486 GP11 ResIII REGB_T4 motB Zn-ribbon_8 DUF5490 DNA_Packaging Dmd Endonuc-dimeris Helicase_C Endonuclease_7 NUDIX DUF5499 Peptidase_S80 gp32 Peptidase_S74 Tn7_Tnp_TnsA_N Phage-tail_2 T4_baseplate gp12-short_mid GPW_gp25 Glutaredoxin Phage_T4_Gp30_7 DUF5498 UvsW Phage_30_8 Fibritin_C GP38 Gp5_OB Phage_sheath_1 Phage_gp53 RNA_lig_T4_1 AAA_33 Phage_clamp_A Cpn10 NUMOD3 Trans_coact DNA_ligase_A_M Gp67 Phage_FRD3 DUF5051 Imm_superinfect Gp23 Soc Metallophos Gp5_C Phage_30_3 Phage-Gp8 Terminase_6 Phage_head_chap Ribonuc_red_lgC T4_Gp59_C S_tail_recep_bd Thymidylat_synt DHFR_1 ATP-cone Phage-tail_1 Macro WYL_2 HATPase_c GP57 NTP_transferase Ribonuc_red_sm Phage_T4_Ndd ALP Ribonuc_red_lgN Phage_hub_GP28 5_3_exonuc_N AAA_23 T4_gp9_10 RNaseH_C Phage_T4_gp19 DNA_pol_B_exo1 DUF2654 Translat_reg T4_neck-protein gp45-slide_C zf-dskA_traR DUF5495 dCMP_cyt_deam_1 TK Phage_DsbA AAA_30 MotA_activ Nuc-transf FRD2 DUF2774 AsiA Peptidase_S77 ADPrib_exo_Tox AAA APH UvrD_C_2 Phage_RpbA DNA_PPF Gp45_2
NC_028842.1,Beta-lactamase Glyco_transf_25 DUF732 SNF2_N Helicase_C HTH_31 Phage_int_SAM_3 HTH_28 DUF2746 AAA_24 Phage_prot_Gp6 P22_CoatProtein Glycos_transf_2 HK97-gp10_like Phage_r1t_holin N6_N4_Mtase HTH_23 Phage_integrase Whib Amidase_2 APH HTH_17
NC_029006.1,Terminase_1 Recombinase RusA ORF6N DUF2479 Phage_connect_1 HTH_3 PhageMin_Tail YopX Phage_H_T_join Peptidase_G2 Terminase_4 XhlA DnaB_2 Prophage_tail Dam Zn_ribbon_recom SPOR Phage_TTP_1 Phage_capsid CLP_protease Phage_rep_org_N Sipho_tail Phage_portal DUF4352 Phage_holin_5_2 HNH Amidase_3 DUF3799 Resolvase
NC_028951.1,Phage_sheath_1 CLP_protease NLPC_P60 Phage_H_T_join Phage_holin_5_2 RNase_T Phage_capsid DUF2634 DUF3751 HNH LysM XhlA Gly_rich Baseplate_J Terminase_1 DUF2001 Phage_sheath_1C AAA_31 Phage_integrase DUF2577 HTH_19 DUF2313 Phage_connect_1 Phage_TAC_5 SSB HK97-gp10_like Amidase_2 Phage_portal ResIII
NC_028959.1,NLPC_P60 Sipho_Gp157 Ntox50 NA37 Amidase_3 RF-1 DnaB_2 Arm-DNA-bind_4 Arc HTH_26 HicB Terminase_3C ORF6C HTH_3 Phage_XkdX Phage_holin_5_2 LysM SSB HTH_17 Bro-N Gly_rich DNA_methylase Phage_sheath_1C Phage_sheath_1 DUF3751 XhlA DUF2001 Phage_sheath_1N ANT ORF6N Phage_GP20 Phage_Mu_F Phage_integrase Phage_int_SAM_3 Glucosaminidase Phage_TAC_5 RusA Baseplate_J DUF2313 HK97-gp10_like Penicillinase_R ERF Phage_prot_Gp6 DUF2577 DUF4352 BetR Terminase_3 Phage_pRha DUF2634
NC_028833.1,Corona_S2 Corona_M AAA_30 Macro Corona_NSP4_C NSP11 Corona_RPol_N NSP10 Corona_NS3b Viral_helicase1 nsp9 nsp7 AAA_11 NS3_envE Corona_nucleoca nsp8 Peptidase_C30 Viral_protease NSP13 Corona_S1
NC_028781.1,Viral_helicase1 Corona_NSP4_C AAA_12 Viral_protease Corona_nucleoca Macro Peptidase_C30 Corona_M Corona_RPol_N Corona_NS3b nsp7 nsp8 NSP13 NSP10 nsp9 NSP11 NS3_envE Corona_S2 Corona_S1 AAA_30
